village,soil,total_sqft,density,price(*100)
Chindauritappa Lawar,3 index,1500,2,70
Chirori,2 index,1588,2,58
Dabathuwa,4 index,675,4,68
Dabathuwa Garhi,2 index,957,2,56
Dadri,2 index,1200,2,34.65
Dahar,3 index,1495,2,52.33
Daulatpur,2 index,845,2,34
Daurala (NP),4 index,3000,4,350
Deoli Khera Urf Jainpur,3 index,2206,4,180
Dhanju,2 index,1181,2,61
Dhanwali,2 index,1309,2,69.5
Dulehra Chauhan,3 index,1400,3,63
Gesupur Baphawat,5 index,1650,5,450
Gotka,3 index,1622,3,95
Harar,2 index,1225,2,48
Ikari,3 index,1719,3,95
Jafarnagar-Begamabad,2 index,995,2,40.8
Jainpur,2 index,1120,2,53
Jalalabad Urf Jalalpur,2 index,1047,2,75
Jalalpur-Akkhepur,3 index,1466,3,59.96
Jamalpur Goma,3 index,1691,3,100
Jamalpur Jalalpur,2 index,876,2,28.47
Jasar Sultannagar,3 index,1659,3,135
Jasrathpur,2 index,1270,2,105
Jeori,3 index,1269,2,50.75
Jhitkari,2 index,1200,3,80
Jitpur,2 index,1153,2,56.5
Julehra,2 index,1315,2,69.5
Kaili,4 index,2485,4,198
Kailota,3 index,1354,3,85.86
Kakkepur,4 index,1344,3,130
Kaland,2 index,1180,2,55
Kalandi,2 index,1313,2,68
Kamaruddinnagar Madhiyai,2 index,1100,2,50
Kanora,4 index,600,4,78
Kapsarh,3 index,1200,3,190
Karnawal (NP),6 index,625,3,78
Karnawal Rural,2 index,890,2,37
Khanuda,2 index,1173,2,78.2
Khawajahanpur-Kushawali,2 index,1190,2,55
Khera,2 index,1250,2,75
Kheri Jatran,3 index,1644,3,80.51
Kheri Kalan,3 index,1740,3,150
Kheri Tappa Lawar,3 index,1710,3,110
Khirwa Jalalpur,4 index,1000,4,130
Khirwa Nauabad,3 index,1662,3,155
Khiwai,2 index,1162,2,48
Kulanjan,2 index,1362,2,85
Lawar (NP),1 index,540,1,22.5
Lawar Janaali Rural,3 index,1437 - 1629,3,75.885
Lawar Khas Rural,5 index,900,4,62
Lawri Hiranpur,4 index,1250,4,135
Loiya,3 index,1410,2,54.99
Machhri,4 index,2665,5,125
Madaripur,2 index,970,2,45
Madarpura,6 index,1799,6,101
Mahadeo,6 index,1500,6,300
Mahalka,4 index,1200,4,155
Mail,3 index,1810,3,97.83
Mainaputhi,2 index,1084,2,51
Maithna Indersingh,3 index,1500,3,85
Mamupur Urf Dedwa,3 index,1328,2,56
Mamuri,3 index,1485,2,90
Mandora,3 index,1500,2,58
Mataur,2 index,1100,2,85
Mawi Mira,3 index,1360,2,73
Meharmati Ganeshpur,2 index,900,2,75
Mithepur,3 index,600,3,86
Mohammadpur Akbarpur Chakbandi,2 index,1031,2,54.48
Mohammadpur Akbarpur Chakbandi,2 index,850 - 1060,2,38.19
Mohammadpur Hayak,2 index,1040,2,36.4
Mohanipur,7 index,2800,6,110
Mozamabad-Jwalagarh,3 index,1404,2,56.15
Mukhtyarpur Nagla,2 index,1200,2,46
Mulhaira,2 index,1267,3,78
Nagla Order,3 index,1510,2,110
Nagla Rathi,2 index,900,2,42
Nagli Ajar Salempur,3 index,1457,2,105
Nagli Mazra Mataur,4 index,3596,4,268
Nagli Sadharan,3 index,1408,3,80
Nahli,2 index,1005,2,45
Nangla Sani,6 index,30400,4,1824
Nehori,2 index,545,1,28
Pali,2 index,1182,2,64
Panchli Buzurg,3 index,1804 - 2273,3,122
Panwari,2 index,1367,2,80
Pathauli,5 index,1200,4,200
Pavli Khas,5 index,1100,4,199
Pavli Khurd,3 index,1565,3,78
Pithlokhar,3 index,1720,3,128
Pohali,2 index,1107,2,44
Rajpur Momin,2 index,1360,2,78.19
Rasulpur Muradnagar,2 index,625,1,25
Ratauli,2 index,1701,2,145
Rithali,3 index,1350,1,120
Ruhasa,2 index,1016,2,39.95
Sahipur Daurala,3 index,1500,3,90
Sakoti,2 index,900,2,45
Salawa,3 index,1500,3,150
Samaspur,3 index,2292,2,285
Samaspur Surani,3 index,1280,3,42
Samoli-Salempur,4 index,1750,4,263
Sardhana (NPP),3 index,1500,2,70
Sardhana (Rural),3 index,1500,2,64.5
Saroli Viran,2 index,1245,2,59
Sarswa,2 index,1025,2,44
Sarurpur Khurd,3 index,1945,3,135
Shahpur Pirpur,3 index,1640,3,245
Shahpur Zadid,3 index,1348,2,80.5
Siwaya-Jamalullapur,2 index,1100,2,55
Tanda,3 index,1616,3,40
Tandi,3 index,1855,3,135
Teharki,2 index,1255,2,56.5
Ulakhpur,5 index,2040,4,500
Walidpur,4 index,2400,4,228
Zafrabad-Durweshpur,2 index,1195,2,59
Afzalpur Pawati,2 index,1022,2,35
Ahara,6 index,760,6,98
Ajnauli,2 index,1264,2,52
Ajrara,3 index,1650,3,115
Alamgir Pur,2 index,1020,2,40.8
Alampur Buzurg,4 index,4395,4,242
Allipur,2 index,950,2,25
Allipur Jijmana,4 index,2710,5,142
Amanullapur,3 index,1936,3,131
Amehra Adipur (CT),2 index,1075,2,58
Aminagar Urf Bhurbaral (CT),2 index,1223,2,93
Arnawali,3 index,1500,3,61.9
Ataula,2 index,1050,2,42.73
Atrara,3 index,2100,3,190
Azampur,5 index,1200,4,240
Azizpur,3 index,1650,2,130
Badha Girdharpur,2 index,1495,2,78
Badhala Kaithwara,3 index,1500,2,82
Badholi,3 index,1605,3,260
Bafar,2 index,1270,2,52
Bahadurpur,2 index,1081,2,60
Bahchaula,3 index,1600,2,140
Bahrampur Khas,3 index,1596,3,118
Bahrampur Morna,6 index,600,6,65
Bajaut,3 index,1557,3,70
Banwaripur,3 index,1410,3,68
Baram,3 index,1984,4,148
Barhanpur,2 index,1196,2,60
Basatikri,4 index,2259,3,112
Bhadaura,3 index,1720,3,100
Bhagwanpur,4 index,600,5,99
Bhagwanpur Chittawan,2 index,1256,2,62.8
Bhagwanpur Khalsa,2 index,1243,2,46
Bhavi,3 index,1310,2,37.83
Bhawanpur,2 index,1140,2,57
Bhurpur,3 index,1600,3,260
Bijoli,3 index,1790,3,120
Bohla,2 index,1200 - 1470,2,72.76
Chak Morna,3 index,1674,3,81
Chandora,5 index,1200,2,100
Chandsara,3 index,1786,3,79.99
Chhajmalpur Urf Chhajupur,4 index,770,3,65.25
Chhattri,2 index,1035,2,47
Chindori Khas,3 index,1564,3,103
Chindori Patti Dalu,2 index,1334,2,67.76
Chobla,10 index,7150,13,3600
Dalampur,3 index,1365,3,53.96
Damgarhi,2 index,1115,2,50
Datavali Gesupur,2 index,1020,2,42.48
Daulatpur Fakhrabad Urf Kayast,3 index,1369,2,72
Dhadra,2 index,1240,2,41
Dhanota,4 index,600,3,100
Dhikauli,2 index,1418,2,62
Dhilaura,3 index,2250,3,219
Dhindala,2 index,500,1,20
Dhir Khera,2 index,1020,2,39
Dilwara,2 index,1290,2,70
Dimoli,3 index,1500,3,90
Dungar,3 index,1290,3,62
Durjanpur,3 index,1881,3,115
Faizabad Pachgaon,2 index,943,2,49.5
Fakharpur Kabatta,2 index,1140,2,32.93
Fatehpur,2 index,1035,2,60
Fatehpur Ambkhera,3 index,1500,3,71
Gagaul,5 index,5665.84,7,988
Gangheri,2 index,1232,2,94.28
Gejha,3 index,1290,2,56.12
Ghat,4 index,2610,4,306
Govindpur,3 index,1576,3,58.7
Govindpur Urf Ghasauli,2 index,980,2,41
Gyanpur,4 index,4000,6,440
Hajipur,2 index,1346,2,74.03
Hasanpur Qadim,2 index,1181,2,55
Hasanpur Razapur,4 index,6652,6,660
Idris Pur,2 index,1307,2,59
Ikla,3 index,1215,2,49.86
Incholi,2 index,1180,2,80
Islamabad Chhilora,1 index,600,1,55
Itayira,2 index,1115,2,50
Jalalpur,2 index,1025,2,43.04
Jalaluddinpur Masoodpur Gawri,3 index,1910,3,131
Jamalpur Majra,2 index,1200,2,50
Jangethi,4 index,2920,4,536
Jani Buzurg,2 index,1349,2,98
Jani Khurd,2 index,1175,2,60
Janjokhar,2 index,1150,2,40.25
Jasora,2 index,935,2,32.72
Jasori,3 index,1404,2,59
Jataula,4 index,2700,3,230
Jatpura,2 index,1203,2,60
Jithauli,3 index,440,3,35
Johra,3 index,1571,3,63
Jurranpur,2 index,1125,2,46
Kaili,1 index,610,1,18.5
Kaithwari,2 index,1198,2,80
Kalanjari,3 index,1200,3,65
Kalina,2 index,1200,2,45
Kalyan Pur,4 index,6688,6,700
Kamalpur,3 index,1830,3,95
Kanauni,3 index,1432,2,61.11
Kastala Shamshernagar,3 index,2300,2,70
Kaul,2 index,1331.95,2,69
Kazamabadgoon,3 index,1876,3,160
Khajuri,3 index,1639,3,107
Khandawali,4 index,1200,4,125
Khanpur,3 index,1665,3,74.9
Khanpur,2 index,1140,2,50.66
Khardoni Shekhupur,4 index,2093,4,134
Kharkhari,3 index,1450,3,60.9
Kharkhauda,3 index,1330,3,46.56
Kharkhoda (NP),4 index,1200,5,350
Khaspur,3 index,1800,3,84
Khawajahanpur,4 index,2872,4,183
Khera Balrampur,3 index,1486,2,65
Kheri Nizd Kalina,3 index,1425,1,54
Kherki Muzakkipur,2 index,1255,2,42.54
Khwajampur Majra,2 index,750,2,19.5
Kinannagar,2 index,1225,2,58
Kishori,2 index,1274,2,90
Kitholi,9 index,4600,9,150
Kudhla,3 index,1350,3,80.99
Kunkura,2 index,1100,2,64.08
Kurali,3 index,1760,3,139
Kuri,3 index,1200,3,110
Ladpura,7 index,1800,5,65
Laharra,3 index,1095,2,28
Lahaurgarh,2 index,1140,2,46
Mahroli,3 index,1530,3,64.86
Makarmatpur Bharapur,3 index,1724,3,140
Mamipur,2 index,1058,2,47
Mansabgarh,3 index,1464,3,56
Masoori,3 index,1975,3,90
Mau Khas,2 index,1112,2,58
Medpur,2 index,1600,2,90
Meerut (CB),3 index,1648,3,85
Meerut (M Corp.),2 index,1100,2,32
Mehpa,1 index,509,1,23
Mewla,3 index,2265,3,159
Mirpur,2 index,1200,2,46
Mirpur Jakhera,1 index,530,1,18
Mirzapur,2 index,1010,2,41
Mohd.Pur Gumi,2 index,1150,2,45
Mohdpur Dhumi,2 index,1340,2,75
Mohiuddinpur (CT),3 index,1850,3,98
Mohiuddinpur Lalsana,2 index,907,2,40
Morna,2 index,1688,2,280
Mundali,2 index,1160,2,130
Murlipur Phool,3 index,1600,2,65
Muzaffarnagar Saini,6 index,1800,5,140
Muzakkipur,4 index,3596,5,251
Nagla Kaboolpur,3 index,1464,3,56
Nagla Kumbha,2 index,1295,2,62
Nagla Mal,2 index,1012,2,62
Nagla Patu,3 index,1000,2,48
Nagla Shekhu,2 index,1010,2,32
Nagli Azamabad,2 index,1379,2,85
Nalpur,2 index,1121,2,75
Nanu Fatahpur,2 index,1200,2,75
Narahara,4 index,3124,6,349
Narangpur,2 index,1246,2,47.35
Nek,3 index,1420,3,90
Nityanandpur,2 index,600,1,65
Pabla,2 index,1090,2,55
Pachgaon Patti Amar Singh,2 index,1355,2,73
Pachgaon Patti Gopal,2 index,1425,2,94
Pachgaon Patti Sanwal,8 index,4000,7,110
Pachpera,3 index,1700,3,111
Paindapur,3 index,2099,3,134
Panchi,5 index,1330,5,210
Panchli Khurd,3 index,1520,2,69.76
Pastra,3 index,1490,3,140
Patti Kherki,2 index,1000,2,50
Peepli Khera,2 index,1291,2,72.3
Pepla,2 index,1339,2,67
Puth Khas,2 index,1330,2,56
Puthri,4 index,9200,4,2600
Qasimpur,8 index,1200,8,140
Raghunathpur,2 index,1650,1,130
Rajpura,6 index,8000,6,2800
Rajpura,2 index,1125,2,44.75
Rali Chauhan,2 index,1310,2,62
Rampur Moti,2 index,1096,2,40
Rasna Mohammadpur Akbarpur,2 index,814,2,43.7
Rasulpur Aurangabad,3 index,3500,3,275
Rasulpur Dhantala,2 index,1140,2,44
Rasulpur Dhaulri,3 index,1480,2,75
Rasulpur Marhi,4 index,4000,6,370
Rasulpur Rohta,3 index,1500,2,78
Rasulpur Zahid,3 index,1850,3,89
Rawa,2 index,745,2,36
Rukanpur,1 index,613,1,48
Ruknuddinpur Misri Urf Phaphun,4 index,1200,5,325
Sadharanpur,3 index,1470,2,85
Sadullapur Urf Chandpura,1 index,896,1,100
Salahpur,1 index,250,2,40
Salarpur Jalalpur,6 index,1200,3,125
Saleh Nagar,2 index,1160,2,45
Salempur,7 index,1590,9,132
Sameypur,1 index,520,1,15
Satwai,9 index,1178,9,75
Set Kuan,3 index,1360,2,64.99
Sewalkhas (NP),2 index,1155,2,64
Shafiabad Loti,1 index,520,1,14.04
Shahpur Jainpur,3 index,1615,2,150
Shakarpur,8 index,6000,8,215
Shaulana,2 index,1140,2,39
Shekhpuri,3 index,1508,3,77
Shipura,3 index,2395,4,150
Sial,3 index,1590,3,57
Sikarpur,3 index,2215,4,152
Sikhera,3 index,1667,3,130
Sikri,3 index,1903,2,293
Sindhawali (CT),2 index,1530,2,108
Sisola Buzurg,3 index,1730,3,125
Sisola Khurd,2 index,1048,2,44
Sisoli,2 index,1225,2,52
Siwal Khas,2 index,1200,2,70
Soharka,2 index,1175,2,65
Tatina Sani,1 index,1020 - 1130,,52.57
Thirot,3 index,1651,3,49.53
Tikri,3 index,1500,2,55
Timakia,3 index,1783,3,85
Ukasia,2 index,1015,2,35
Ukhleena,1 index,1800,1,200
Uldeypur,4 index,2758,4,240
Uldhan,4 index,1200,2,325
Uplehra,2 index,1132,6,70
Yusufabad,2 index,1200,2,75
Achikalan,3 index,1490,3,85
Afjalpur Urf Raninagla,4 index,1917,1,130
Agwanpur,3 index,1703,2,120
Ahmadnagar Badhla,2 index,1211,2,45
Ahmadpur Urf Dandoopur,2 index,1310,2,53
Ahmadpuri Urf Amanpuri,2 index,1146,7,69
Aidalpur,2 index,1041,3,53
Aidalpur,3 index,1453,3,58
Akbaarpur Khadar,1 index,877,5,59
Akbarpur Garhi,3 index,1477,2,69.5
Akbarpur Ichchhabad,2 index,1420,3,120
Akbarpur Sadat,3 index,2000,2,360
Akheypur,2 index,1140,2,185
Alamgirpur Badhla,3 index,1380,2,55
Alawalpur,2 index,1095,2,57
Alipur Alampur,2 index,1133 - 1384,4,59.135
Alipur Morna,3 index,1665,8,71.58
Amarpur Mazra Khandawli,2 index,1245,1,60
Amarsinghpur,4 index,3360,6,221
Ameharasani,3 index,2010,2,201
Aminabad Urf Baragoan,3 index,1226,2,60
Amroli Urf Baragoan,2 index,1075,2,46.76
Asfabad,2 index,1226,2,65.59
Asilpur,1 index,510,3,22
Askaripur,2 index,1153,2,60
Assa,4 index,1600,2,45
Atalpur,2 index,1000,6,49.5
Atmadpur,7 index,1400,2,218
Attaura,2 index,1256,3,65
Badhwa,6 index,1200,2,130
Badhwi,3 index,1425,1,57
Badshahpur,5 index,1375,5,125
Baghpur,3 index,1919,2,117
Bahadurpur,3 index,2111,1,103
Bahorpur,2 index,970,2,57
Bahsuma (NP),2 index,1353,3,110
Bajampur,3 index,1405,2,85
Bali,2 index,1285,9,90
Bamnaula,2 index,1050,1,42
Bamnauli,2 index,1349,9,96.8
Bana,4 index,4050,2,450
Barauda,1 index,812,2,26
Basiviran,3 index,1440,1,63.93
Bastora Norang,4 index,2425,2,195
Batawli,4 index,2200,8,80
Batnor,3 index,1810,3,112
Behbalpur,2 index,1200,2,140
Behjadka,2 index,1060,2,52
Behlolpur,2 index,1015,2,60
Behrora,4 index,2830 - 2882,5,154.5
Behsuma,5 index,1500,6,145
Bela,3 index,1454,3,71.5
Bhagawanpur,2 index,1075,2,48
Bhagupur,5 index,774,5,70
Bhagwanpur Bangar,2 index,1187,2,40.14
Bhagwanpur Khadar,1 index,500,1,220
Bhainsa,4 index,1200,5,325
Bharolli,3 index,1805,3,134
Bhattipura,3 index,1527,3,142
Bhirwara,3 index,1675,3,92.13
Bhndora,2 index,1050,2,52.71
Bhogpur,7 index,1500,9,250
Bhojpur,2 index,1262,2,47
Bhuwa,3 index,1345,2,57
Bisola,3 index,1715,3,112
Bondra,5 index,3453,4,231
Chak Paswara,4 index,3600,5,400
Chamraud,2 index,1141,2,60
Chandlawar Urf Mahalwala,4 index,4689,4,488
Chandpur,1 index,550,1,17
Rasulpur Ikla,2 index,1332,2,108
Rathaura Khurd,2 index,1000,2,41
Rathora Kalan,3 index,1200,3,67.75
Rehadra,4 index,2444,4,145
Roopra,2 index,1070,2,48
Rustampur Bhikund,3 index,1600,3,85
Sadarpur,2 index,1196,2,57.95
Sadullapur,2 index,1025,2,54
Sadullapur,3 index,1220,3,56
Saidipur Sadipur Urf Ramnagar,3 index,2180,4,180
Saidipur Seth,3 index,1600,3,102
Saifpur Firojpur,2 index,1270,2,110
Saifpur Karamchandpur,3 index,3290,4,460
Sakoti,3 index,1932.47,3,183
Salah Rasulpur Panah,3 index,2086,3,160
Salarpur,2 index,1165,2,51.42
Sandhan,3 index,1310,3,63.25
Sanota,2 index,1440,2,165
Sarai Khadar,3 index,1900,3,85
Sarangpur,2 index,740,1,22
Sathla,3 index,2503,3,138
Seena,2 index,1075,2,60
Shah Kulipur,2 index,1260,2,83.5
Shahabad Garhi,3 index,1282,2,48.72
Shahajhapur,4 index,1100,2,60
Shahapur,3 index,1717,3,125
Shahapur Khadar,2 index,1088,2,46
Shahipur,3 index,1335,2,56
Shahpur Sultanpur,2 index,1200,2,42
Shahzadpur,3 index,1325,2,60
Shamashpur,2 index,1157,2,73
Shamaspur,4 index,2204 - 2362,,121
Sherpur,2 index,1200,2,54
Shikhera,3 index,1510,2,65
Shimla,2 index,1050,2,54
Shirjepur,2 index,1200,2,45
Khanwala,2 index,1198,2,46
Kharkhali,2 index,1200,3,901
Khata,2 index,1200,2,64.39
Khatki,2 index,6688,2,45
Khejuri Alyarpur,3 index,1830,2,50
Kheri Kalan,2 index,1432,2,47.86
Kheri Khurd,3 index,2300,2,64
Kheri Manihar,2 index,1331.95,1,30
Kherki Jadid,3 index,1876,2,37.28
Khijarpur,3 index,1639,4,129
Khor Ahir,3 index,1200,4,300
Khorrai,4 index,1665,2,60
Kiratpur,3 index,1140,3,117
Kishanpur,3 index,2093,2,42.6
Kishanpur Birana,2 index,1450,2,80
Kishorpur,2 index,1330,2,95
Kithaur (NP),3 index,1200,2,33.5
Kithor Rural,3 index,1800,2,49
Kohla,3 index,2872,2,90
Kol,2 index,1486,6,250
Kunda,3 index,1425,2,49.9
Kunehra,3 index,1255,3,324
Kuri Kamalpur,2 index,750,2,69
Kutubpur,5 index,1225,2,53.49
Laliyana,4 index,1274,3,77.68
Lalpur,2 index,4600,8,120
Lalpur,2 index,1350,2,82
Latifpur,6 index,1100,3,160
Lutfullapur Baksar,2 index,1760,3,180
Machhra,3 index,1200,3,95
Mahamudpur Shikhera,2 index,1800,4,139
Mahmudabad,4 index,1095,2,32
Mahmudpur Garvi,2 index,1140,2,68
Mahmudpur Sherki,4 index,1530,4,200
Makhannagar,3 index,1724,4,160
Makhdumpur,2 index,1058,1,30
Mamipur,2 index,1464,4,260
Mandwari,3 index,1975,2,90
Manoharpur,2 index,1112,2,55
Manpur,3 index,1600,2,58.27
Manpur,5 index,1648,2,49.81
Matora,3 index,1100,2,57
Mavi,2 index,509,4,75
Mawana (NPP),3 index,2265,2,65.7
Mawana Kalan,3 index,1200,2,35
Mawana Khurd,2 index,530,2,68
Meerpur,2 index,1010,2,86
Meerpur Sadhunagal,3 index,1150,2,76.45
Meghrajpur,3 index,1340,4,325
Mewa,6 index,1850,2,33
Mirzapur,3 index,907,2,50
Mishipur,3 index,1688,2,42
Mohammadpur Kheri,3 index,1160,2,33.5
Mohammadpur Shakist,2 index,1600,2,69
Mor Kalan,4 index,1800,2,55
Morkhurd,3 index,3596,3,98
Mubarikpur,4 index,1464,2,42
Mubarikpur,2 index,1295,1,45
Murad Gaon Urf Kuwan Khera,2 index,1012,2,51
Muradpur Urf Sholda,3 index,1000,2,47
Muzaffarpur Khunti,2 index,1010,4,110
Nagla Azdi,3 index,1379,2,60
Nagla Chand,3 index,1121,2,70
Nagla Gusai,2 index,1200,3,85
Nagla Hareroo,3 index,3124,1,57
Nagla Jarif,5 index,1246,3,82
Nagla Salempur,3 index,1420,3,117
Nagla Shahu,4 index,600,2,84
Nagli Abdulla,2 index,1090,2,35
Nagli Issa,3 index,1355,8,600
Nagli Khadar,2 index,1425,2,53
Nagli Kithaur,10 index,4000,2,38.33
Nagori,3 index,1700,2,35
Nai Putha,2 index,2099,7,125
Naidru,2 index,1330,2,85
Narangpur,3 index,1520,3,85
Nasarpur,2 index,1490,2,59
Navipur Amanatnagar,4 index,1000,2,65
Nawal Surajpur,2 index,1291,2,76
Neemka,3 index,1339,5,230
Niloha,2 index,1330,1,60
Nimka Viran,2 index,9200,3,150
Nirawali,2 index,1200,9,175
Nityanandpur,3 index,1650,2,225
Paharpur,3 index,8000,3,60
Paharpur Kutub,3 index,1125,3,160
Paharpur Ram,2 index,1310,2,185
Pali,2 index,1096,2,42
Palra,2 index,814,2,78
Parichhatgarh,3 index,3500,2,46
Parikshitgarh (NP),5 index,1140,3,73.595
Partapur Hansapur,2 index,1480,2,45
Paswara,3 index,4000,2,67.39
Pathanpur,4 index,1500,2,74
Penai,3 index,1850,2,42
Phalauda (NP),2 index,745,2,86
Phalawda Rural,4 index,613,2,69
Phitkari,2 index,1200,3,300
Pilona,2 index,1470,4,200
Poothi,4 index,896,2,59
Rachhoti,2 index,250,5,280
Radhna Inayatpur,3 index,1198,3,85
Rafan,2 index,1200,3,65.11
Rahawati,1 index,1200,2,57
Rahmapur,2 index,6688,2,45
Rajoopur,2 index,1830,2,46
Rampur Ghoria,3 index,1432,2,34.56
Rampur Sadhu Nagli,2 index,2300,4,700
Rasulpur Goari,4 index,1331.95,2,31.5
Rasulpur Hansapur,2 index,1876,3,230
Rasulpur Ikla,2 index,1639,2,53.67
Rathaura Khurd,2 index,1200,2,42.81
Rathora Kalan,2 index,1665,3,112
Rehadra,3 index,1140,2,16.6
Roopra,4 index,2093,6,85
Rustampur Bhikund,2 index,1450,2,38
Sadarpur,3 index,1330,3,64.86
Sadullapur,3 index,1200,2,69
Sadullapur,2 index,1800,2,110
Saidipur Sadipur Urf Ramnagar,1 index,2872,3,169
Saidipur Seth,2 index,1486,2,66.5
Saifpur Firojpur,3 index,1425,2,37
Saifpur Karamchandpur,2 index,1255,4,185
Sakoti,4 index,750,1,36
Salah Rasulpur Panah,3 index,1225,3,138
Salarpur,3 index,1274,2,86
Sandhan,3 index,4600,8,150
Sanota,2 index,1350,2,54.4
Sarai Khadar,3 index,1100,3,53
Sarangpur,3 index,1760,3,120
Sathla,4 index,1200,4,250
Seena,3 index,1800,2,83
Shah Kulipur,2 index,1095,4,260
Shahabad Garhi,4 index,1140,2,76
Shahajhapur,3 index,1530,2,44.285
Bhagwanpur,3 index,1724,2,30
Bhagwanpur Chittawan,4 index,1058,3,100
Bhagwanpur Khalsa,3 index,1464,2,65
Bhavi,4 index,1975,2,49.95
Bhawanpur,3 index,1112,3,145
Bhurpur,3 index,1600,2,200
Bijoli,2 index,1648,3,130
Bohla,2 index,1100,1,15
Chak Morna,2 index,509,1,15
Chandora,2 index,2265,3,52
Chandsara,9 index,1200,1,46
Chhajmalpur Urf Chhajupur,3 index,530,2,90
Chhattri,2 index,1010,2,66
Chindori Khas,3 index,1150,2,39
Chindori Patti Dalu,3 index,1340,2,28.275
Chobla,7 index,1850,1,75
Dalampur,3 index,907,2,42
Damgarhi,2 index,1688,2,25
Datavali Gesupur,3 index,1160,2,33.64
Daulatpur Fakhrabad Urf Kayast,3 index,1600,1,19
Dhadra,2 index,1800,3,66
Dhanota,3 index,3596,2,35
Dhikauli,3 index,1464,6,210
Dhilaura,2 index,1295,1,52.5
Dhindala,2 index,1012,6,400
Dhir Khera,3 index,1000,3,78
Dilwara,2 index,1010,4,130
Dimoli,1 index,1379,5,100
Dungar,3 index,1121,2,65
Durjanpur,2 index,1200,2,37
Faizabad Pachgaon,1 index,3124,2,75
Fakharpur Kabatta,2 index,1246,2,55
Fatehpur,2 index,1420,3,67.23
Fatehpur Ambkhera,2 index,600,2,65
Gagaul,3 index,1090,3,127
Gangheri,2 index,1355,5,525
Gejha,2 index,1425,3,179
Ghat,2 index,4000,3,85.5
Govindpur,3 index,1700,3,93
Govindpur Urf Ghasauli,6 index,2099,3,78
Gyanpur,4 index,1330,2,42.69
Hajipur,3 index,1520,2,76.23
Hasanpur Qadim,2 index,1490,2,49
Hasanpur Razapur,2 index,1000,1,17
Idris Pur,3 index,1291,3,125
Ikla,2 index,1339,5,162
Incholi,2 index,1330,3,100
Islamabad Chhilora,2 index,9200,4,220
Itayira,2 index,1200,2,29.45
Jalalpur,4 index,1650,2,58
Jalaluddinpur Masoodpur Gawri,2 index,8000,2,120
Jamalpur Majra,3 index,1125,5,650
Jangethi,2 index,1310,2,35
Jani Buzurg,2 index,1096,2,90
Jani Khurd,2 index,814,1,25
Janjokhar,2 index,3500,4,220
Jasora,8 index,1140,2,48.95
Jasori,3 index,1480,4,375
Jataula,3 index,4000,2,41
Jatpura,5 index,1500,4,152
Jithauli,3 index,1850,1,25
Johra,3 index,745,2,60
Jurranpur,2 index,613,4,206
Kaili,2 index,1200,3,96.87
Kaithwari,2 index,1470,3,160
Kalanjari,2 index,896,4,131
Kalina,4 index,250,2,46
Kalyan Pur,8 index,1850,5,1150
Kamalpur,2 index,745,2,40
Kanauni,6 index,613,1,30
Kastala Shamshernagar,2 index,1200,3,285
Kaul,3 index,1470,3,260
Kazamabadgoon,1 index,896,3,73
Khajuri,3 index,250,6,400
Khandawali,2 index,1200,3,130
Khanpur,2 index,1033,3,125
Khanpur,3 index,1548,1,19.9
Khardoni Shekhupur,3 index,1611,2,59
Kharkhari,3 index,1400,2,44
Kharkhauda,3 index,1485,2,49
Kharkhoda (NP),2 index,2400,2,54.5
Khaspur,2 index,1025,2,65
Khawajahanpur,4 index,600,2,32
Khera Balrampur,2 index,1225,3,95
Kheri Nizd Kalina,2 index,1256,3,240
Kherki Muzakkipur,4 index,2268,2,29.7
Khwajampur Majra,3 index,1100,2,70
Kinannagar,2 index,1141,2,72
Kishori,1 index,400,3,155
Kitholi,2 index,1400,2,64
Kudhla,7 index,4100,2,75
Kunkura,1 index,5.31Acres,2,55.55
Kurali,1 index,15,5,360
Kuri,2 index,1175,2,45.91
Ladpura,2 index,1100,2,99
Laharra,3 index,1843,1,65
Lahaurgarh,8 index,1200,3,90
Mahroli,2 index,1460,5,204
Makarmatpur Bharapur,3 index,1530,3,125
Mamipur,2 index,1467,2,42
Mansabgarh,1 index,950,2,59
Masoori,2 index,1246,2,61.33
Mau Khas,1 index,711,2,67
Medpur,2 index,1194,,27
Meerut (CB),3 index,1358,4,141
Meerut (M Corp.),6 index,1500,5,390
Mehpa,2 index,1420,3,56.24
Mewla,3 index,1250,2,70
Mirpur,2 index,1280,2,59
Mirpur Jakhera,2 index,1209,2,100
Mirzapur,5 index,4200,2,69
Mohd.Pur Gumi,4 index,1215,3,90
Mohdpur Dhumi,3 index,1315,2,54
Mohiuddinpur (CT),3 index,1800,5,150
Mohiuddinpur Lalsana,5 index,1600,2,62.55
Morna,3 index,1600,2,78
Mundali,6 index,3968,2,50
Murlipur Phool,3 index,1563,2,58
Muzaffarnagar Saini,3 index,1560,5,190
Muzakkipur,3 index,2169,3,85.73
Nagla Kaboolpur,9 index,900,2,80
Nagla Kumbha,2 index,1050,3,85
Nagla Mal,3 index,3235,4,100
Nagla Patu,3 index,1200,2,57
Nagla Shekhu,2 index,1140,2,60
Nagli Azamabad,3 index,1500,4,208
Nalpur,3 index,1560,5,255
Nanu Fatahpur,2 index,1100,2,65
Narahara,3 index,1260,3,113
Narangpur,2 index,1036,5,160
Nek,3 index,1662,7,93
Nityanandpur,3 index,1464,2,46.79
Pabla,2 index,1234,2,55
